ПРЕПЯТСТВИЯ					ПОЧВА		МОДИФИКАТОРЫ ПОЧВЫ									СОСЕДСТВО																																																																																																																		ПЕРЕКРЫТИЕ																																																																																																																	
Имя	Id	Имя типа	Тип	Подтип	Имя	Id	грязь	песок	трава	снег	болото	скалы	пещеры	лава	вода	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	озеро	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз	дубы	кратер	бревно	цветы	озеро	холм	гора	овраг	сосны	скала	кусты	пень	dirt tree	dirt dirt veg clump	dirt crystal mine	dirt gold mine	dirt sawmill	кактус	дюны	гора	sand tree	кости	яма	sand desert veg clump	sand crystal mine	sand gold mine	sand sawmill	дубы	кратер	цеты	озеро	холм	гора	овраг	сосны	скала	кусты	пень	grass tree	grass grass veg clump	grass crystal mine	grass gold mine	grass sawmill	мертвечина	пруд льда	гора	овраг	пень	скала	кусты	сосны	snow crystal mine	snow gold mine	snow sawmill	мертвечина	озеро	мандрагора	гора	скала	кусты	дубы	swamp tree	мох	swamp swamp veg clump	swamp crystal mine	swamp gold mine	swamp sawmill	скала	кратер	холм	гора	овраг	rough tree	кусты	кости	пень	rough rough veg clump	rough crystal mine	rough gold mine	rough sawmill	кратер	мертвечина	грибы	озеро	озеро	потоки	гора	овраг	скала	cave cave veg clump	cave crystal mine	cave gold mine	cave sawmill	кратер	лава	потоки	гора	lava volcano	lava crystal mine	lava gold mine	lava sawmill	скала	water reef	руины	руины	гейзер	гейзер	стена	статуя	озеро	грибы	холм	плотояд	груз
Мертвечина	44	мертвечина	119	0	снег	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	30	10	30	-5000	-5000	10	10	10	30	10	-5000	30	30	-5000	10	10	30	-5000	-5000	10	-5000	-5000	10	-5000	10	10	-5000	30	10	-5000	-5000	-5000	-5000	-5000	30	10	30	30	-5000	-5000	-5000	-5000	30	30	30	10	10	30	10	30	30	10	10	30	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	10	10	10	10	10	5	30	-5000	30	-5000	10	10	30	10	30	-5000	30	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Пруд льда	45	пруд льда	121	0	снег	3	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	5	5	5	-5000	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	5	-5000	-5000	5	5	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	5	-5000	-5000	-5000	-5000	10	-5000	-5000	5	5	5	5	5	10	5	5	10	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	5	5	-10	5	5	10	5	5	5	-5000	5	5	10	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	-5000	-5000	5	-5000	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Гора	46	гора	134	0	снег	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	5	30	10	30	-5000	10	10	10	5	5	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	10	-5000	-5000	30	30	10	10	10	100	30	10	30	10	10	100	100	10	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	10	10	30	30	10	-5000	10	10	-5000	30	30	10	10	10	10	10	-5000	-5000	5	10	30	-5000	5	5	10	10	-5000	-5000	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	-5000	10	30	-5000	-5000	-5000	-5000	-5000	30	10	30	10	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	-5000	30	-5000	-5000	0	-5000	-5000	30	30	30	30	-5000	30	10	-5000	10	-5000	30	30	30	30	0	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Овраг	47	овраг	136	0	снег	3	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	5	-5000	10	30	-5000	10	10	10	5	5	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	10	-5000	-5000	30	30	10	10	10	30	-5000	10	30	10	10	30	30	10	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	10	10	30	-5000	10	-5000	10	10	-5000	30	30	10	10	10	10	10	-5000	-5000	5	-5000	30	-5000	5	5	10	10	-5000	-5000	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Пень	48	пень	153	0	снег	3	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	5	5	-5000	-5000	5	5	5	10	5	5	-5000	10	30	5	5	10	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	5	-5000	-5000	-5000	-5000	10	-5000	-5000	5	5	5	5	5	10	5	5	30	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	5	5	-10	5	5	10	5	5	5	-5000	5	5	10	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	-5000	-5000	5	-5000	5	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Скала	49	скала	147	0	снег	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	5	30	10	30	-5000	10	10	10	5	5	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	10	-5000	-5000	30	30	10	10	10	30	30	10	30	10	10	30	30	10	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	10	10	30	30	10	-5000	10	10	-5000	30	30	10	10	10	10	10	-5000	-5000	5	10	30	-5000	5	5	10	10	-5000	-5000	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Кусты	50	кусты	150	0	снег	3	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	10	5	5	-5000	-5000	5	5	5	10	5	5	-5000	30	5	5	10	10	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	-5000	10	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	5	5	-5000	-5000	10	-5000	-5000	-5000	5	5	5	5	5	-5000	-5000	5	-5000	5	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	-5000	-5000	5	-10	5	5	10	5	5	-5000	-10	-10	10	5	5	-5000	-5000	-5000	-5000	-5000	5	5	-5000	-5000	-5000	5	5	-5000	-5000	-5000	-5000	-10	-10	5	10	10	10	10	10	10	10	10	-5000	-5000	-5000	-5000	10	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Сосны	51	сосны	137	0	снег	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	-5000	10	10	10	30	10	-5000	30	30	-5000	10	10	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	10	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	10	10	30	10	30	100	10	10	100	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	10	10	10	-5000	-5000	-5000	30	-5000	10	10	-5000	10	30	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
snow crystal mine	52	mine	53	4	snow	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	5	30	10	30	-5000	10	10	10	5	5	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	10	-5000	-5000	30	30	10	10	10	100	30	10	30	10	10	100	100	10	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	10	10	30	30	10	-5000	10	10	-5000	30	30	10	10	10	10	10	-5000	-5000	5	10	30	-5000	5	5	10	10	-5000	-5000	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	-5000	10	30	-5000	-5000	-5000	-5000	-5000	30	10	30	10	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	-5000	30	-5000	-5000	0	-5000	-5000	30	30	30	30	-5000	30	10	-5000	10	-5000	30	30	30	30	0	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
snow gold mine	53	mine	53	6	snow	3	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	5	30	10	30	-5000	10	10	10	5	5	10	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	10	-5000	-5000	30	30	10	10	10	100	30	10	30	10	10	100	100	10	10	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	10	30	10	10	30	30	10	-5000	10	10	-5000	30	30	10	10	10	10	10	-5000	-5000	5	10	30	-5000	5	5	10	10	-5000	-5000	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	-5000	10	30	-5000	-5000	-5000	-5000	-5000	30	10	30	10	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	-5000	30	-5000	-5000	0	-5000	-5000	30	30	30	30	-5000	30	10	-5000	10	-5000	30	30	30	30	0	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	30	0	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	0	0	0	-5000	-5000	-5000	-5000	-5000	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
snow sawmill	54	mine	53	0	snow	3	-10	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	10	30	-5000	-5000	10	10	10	30	10	-5000	30	30	-5000	10	10	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	10	-5000	30	-5000	-5000	-5000	-5000	-5000	30	30	10	10	30	10	30	100	10	10	100	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	10	10	10	10	-5000	-5000	-5000	30	-5000	10	10	-5000	10	30	-5000	-5000	-5000	-5000	10	10	10	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	10	10	10	10	10	10	10	10	-5000	-5000	10	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	10	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	30	30	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	30	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Мертвечина	55	мертвечина	119	0	болото	4	-5000	-5000	5	-5000	5	-5000	-5000	-5000	-5000	30	10	30	10	10	10	10	10	10	10	10	30	30	-5000	10	10	30	5	5	10	-5000	10	5	-5000	10	10	-5000	30	10	10	10	10	10	10	10	10	10	30	30	30	10	10	30	30	10	10	10	30	10	10	10	10	10	10	30	10	10	10	10	10	30	30	10	10	10	10	30	10	10	10	10	10	10	10	10	30	-5000	10	10	30	10	30	10	10	10	10	10	10	10	-5000	10	10	30	10	10	10	10	10	10	10	30	10	10	10	10	10	10	10	10	10	10	10	10	10	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	-5000	0	0	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Озеро	56	озеро	126	0	болото	4	-5000	-5000	0	-5000	5	-5000	-5000	-5000	-5000	10	5	5	5	-5000	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	10	5	-5000	-5000	5	5	10	10	5	5	-5000	-10	5	5	10	5	5	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	-5000	5	5	-5000	5	-5000	5	5	5	5	10	10	5	5	5	5	10	5	5	-10	5	5	10	5	5	5	-5000	5	5	10	5	-5000	-5000	-5000	-5000	-5000	5	5	5	-5000	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	-5000	-5000	5	5	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Мандрагора	57	мандрагора	131	0	болото	4	-5000	-5000	-5000	-5000	5	-5000	-5000	-5000	-5000	10	5	5	5	5	5	5	5	10	5	5	5	10	30	5	5	10	-5000	-5000	5	-5000	-5000	-5000	10	5	5	-5000	10	5	-10	5	5	5	5	10	5	-10	5	10	10	5	5	10	-5000	-5000	5	5	5	5	5	5	5	5	5	5	5	-10	5	5	-10	5	5	-10	-10	5	5	10	5	5	5	5	5	10	-10	-5000	5	10	5	5	10	5	-5000	-5000	5	-5000	-5000	5	5	5	10	5	5	-5000	5	-5000	-5000	-5000	-5000	5	5	-5000	10	10	5	5	5	5	5	5	5	-5000	5	-10	5	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000
Гора	58	гора	134	0	болото	4	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	100	30	10	10	10	10	10	100	100	10	30	10	10	30	30	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	30	10	10	30	0	-5000	10	0	-5000	-5000	30	10	10	0	30	-5000	0	-5000	-5000	10	0	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	0	-5000	0	30	0	-5000	0	0	-5000	-5000	30	30	30	0	-5000	-5000	10	10	0	-5000	-5000	-5000	30	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	0	0	10	10	0	-5000	30	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
Скала	59	скала	147	0	болото	4	-5000	-5000	-5000	-5000	10	-5000	-5000	-5000	-5000	10	10	10	10	10	10	30	30	10	30	10	10	10	10	30	30	10	10	10	30	10	10	10	5	30	30	10	10	10	10	10	30	30	30	10	30	10	10	10	10	30	30	10	10	10	5	30	10	30	10	10	5	5	10	10	10	10	30	30	10	10	10	10	10	30	30	10	30	10	10	30	30	10	10	10	10	5	30	30	10	10	10	10	10	10	10	-5000	10	30	5	-5000	-5000	10	10	10	10	5	5	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	30	-5000	-5000	-5000	-5000	-5000	10	10	30	10	-5000	-5000	-5000	-5000	10	10	30	0	-5000	10	0	-5000	-5000	-5000	10	10	0	0	-5000	0	-5000	-5000	10	30	0	-5000	0	0	0	0	10	10	30	0	-5000	0	0	-5000	0	-5000	0	0	0	0	0	-5000	0	10	0	-5000	0	0	-5000	-5000	10	10	30	0	-5000	-5000	10	10	0	-5000	-5000	-5000	-5000	10	10	30	-5000	0	-5000	-5000	-5000	-5000	0	0	0	-5000	0	0	0	-5000	-5000	-5000	0	0	10	10	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	-5000	0	-5000
